type,stimFormat,stimFormat_actual,ITI,fixation,ISI,presTime,keyboard,key,responseWindow,responseWindow_actual,bgColor,textColor,feedback,feedbackTime,randomBlock,randomPick,N1_Gen,N2_Gen,N2_Animacy,Acc / UnAcc,VS / SV,violation type,stim1,stim2,stim3,stim4,stim5,sentence
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,vs,Num,גוררים,הטרקטור,ליד,השלט,את המכונית,גוררים הטרקטור ליד השלט את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,sv,NumGen,הטרקטור,ליד,השלט,גוררות,את המכונית,הטרקטור ליד השלט גוררות את המכונית 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,11,1,M,M,Inanimate,Acc ,vs,NumGen,גוררות,הטרקטור,ליד,השלט,את המכונית,גוררות הטרקטור ליד השלט את המכונית 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,sv,-,הטרקטור,ליד,השלט,מתקלקל,,הטרקטור ליד השלט מתקלקל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,vs,-,מתקלקל,הטרקטור,ליד,השלט,,מתקלקל הטרקטור ליד השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,sv,-,הטרקטור,ליד,השלט,מתקלקל,,הטרקטור ליד השלט מתקלקל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,vs,-,מתקלקל,הטרקטור,ליד,השלט,,מתקלקל הטרקטור ליד השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,sv,-,הטרקטור,ליד,השלט,מתקלקל,,הטרקטור ליד השלט מתקלקל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,vs,-,מתקלקל,הטרקטור,ליד,השלט,,מתקלקל הטרקטור ליד השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,sv,Gen,הטרקטור,ליד,השלט,מתקלקלת,,הטרקטור ליד השלט מתקלקלת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,vs,Gen,מתקלקלת,הטרקטור,ליד,השלט,,מתקלקלת הטרקטור ליד השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,sv,Num,הטרקטור,ליד,השלט,מתקלקלים,,הטרקטור ליד השלט מתקלקלים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,vs,Num,מתקלקלים,הטרקטור,ליד,השלט,,מתקלקלים הטרקטור ליד השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,sv,NumGen,הטרקטור,ליד,השלט,מתקלקלות,,הטרקטור ליד השלט מתקלקלות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,12,1,M,M,Inanimate,unAcc ,vs,NumGen,מתקלקלות,הטרקטור,ליד,השלט,,מתקלקלות הטרקטור ליד השלט  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,sv,-,הרכב,ליד,מנורה,בולם,,הרכב ליד מנורה בולם  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,vs,-,בולם,הרכב,ליד,מנורה,,בולם הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,sv,-,הרכב,ליד,מנורה,בולם,,הרכב ליד מנורה בולם  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,vs,-,בולם,הרכב,ליד,מנורה,,בולם הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,sv,-,הרכב,ליד,מנורה,בולם,,הרכב ליד מנורה בולם  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,vs,-,בולם,הרכב,ליד,מנורה,,בולם הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,sv,Gen,הרכב,ליד,מנורה,בולמת,,הרכב ליד מנורה בולמת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,vs,Gen,בולמת,הרכב,ליד,מנורה,,בולמת הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,sv,Num,הרכב,ליד,מנורה,בולמים,,הרכב ליד מנורה בולמים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,vs,Num,בולמים,הרכב,ליד,מנורה,,בולמים הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,sv,NumGen,הרכב,ליד,מנורה,בולמות,,הרכב ליד מנורה בולמות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,13,1,M,F,Inanimate,Acc ,vs,NumGen,בולמות,הרכב,ליד,מנורה,,בולמות הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,sv,-,הרכב,ליד,מנורה,נרטב,,הרכב ליד מנורה נרטב  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,vs,-,נרטב,הרכב,ליד,מנורה,,נרטב הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,sv,-,הרכב,ליד,מנורה,נרטב,,הרכב ליד מנורה נרטב  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,vs,-,נרטב,הרכב,ליד,מנורה,,נרטב הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,sv,-,הרכב,ליד,מנורה,נרטב,,הרכב ליד מנורה נרטב  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,vs,-,נרטב,הרכב,ליד,מנורה,,נרטב הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,sv,Gen,הרכב,ליד,מנורה,נרטבת,,הרכב ליד מנורה נרטבת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,vs,Gen,נרטבת,הרכב,ליד,מנורה,,נרטבת הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,sv,Num,הרכב,ליד,מנורה,נרטבים,,הרכב ליד מנורה נרטבים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,vs,Num,נרטבים,הרכב,ליד,מנורה,,נרטבים הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,sv,NumGen,הרכב,ליד,מנורה,נרטבות,,הרכב ליד מנורה נרטבות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,14,1,M,F,Inanimate,unAcc ,vs,NumGen,נרטבות,הרכב,ליד,מנורה,,נרטבות הרכב ליד מנורה  
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,-,המכשיר,של ,הפקידה,מרים,את הציוד,המכשיר של  הפקידה מרים את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,-,מרים,המכשיר,של ,הפקידה,את הציוד,מרים המכשיר של  הפקידה את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,-,המכשיר,של ,הפקידה,מרים,את הציוד,המכשיר של  הפקידה מרים את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,-,מרים,המכשיר,של ,הפקידה,את הציוד,מרים המכשיר של  הפקידה את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,-,המכשיר,של ,הפקידה,מרים,את הציוד,המכשיר של  הפקידה מרים את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,-,מרים,המכשיר,של ,הפקידה,את הציוד,מרים המכשיר של  הפקידה את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,Gen,המכשיר,של ,הפקידה,מרימה,את הציוד,המכשיר של  הפקידה מרימה את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,Gen,מרימה,המכשיר,של ,הפקידה,את הציוד,מרימה המכשיר של  הפקידה את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,Num,המכשיר,של ,הפקידה,מרימים,את הציוד,המכשיר של  הפקידה מרימים את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,Num,מרימים,המכשיר,של ,הפקידה,את הציוד,מרימים המכשיר של  הפקידה את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,NumGen,המכשיר,של ,הפקידה,מרימות,את הציוד,המכשיר של  הפקידה מרימות את הציוד 
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,15,1,M,F,Animate,Acc ,sv,NumGen,מרימות,המכשיר,של ,הפקידה,את הציוד,מרימות המכשיר של  הפקידה את הציוד 
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,-,המכשיר,של ,הפקידה,נופל,,המכשיר של  הפקידה נופל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,-,נופל,המכשיר,של ,הפקידה,,נופל המכשיר של  הפקידה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,-,המכשיר,של ,הפקידה,נופל,,המכשיר של  הפקידה נופל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,-,נופל,המכשיר,של ,הפקידה,,נופל המכשיר של  הפקידה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,-,המכשיר,של ,הפקידה,נופל,,המכשיר של  הפקידה נופל  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,-,נופל,המכשיר,של ,הפקידה,,נופל המכשיר של  הפקידה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,Gen,המכשיר,של ,הפקידה,נופלת,,המכשיר של  הפקידה נופלת  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,Gen,נופלת,המכשיר,של ,הפקידה,,נופלת המכשיר של  הפקידה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,Num,המכשיר,של ,הפקידה,נופלים,,המכשיר של  הפקידה נופלים  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,Num,נופלים,המכשיר,של ,הפקידה,,נופלים המכשיר של  הפקידה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,NumGen,המכשיר,של ,הפקידה,נופלות,,המכשיר של  הפקידה נופלות  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,16,1,M,F,Animate,unAcc ,sv,NumGen,נופלות,המכשיר,של ,הפקידה,,נופלות המכשיר של  הפקידה  
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,200,,,,,,,,לשמח,התמונה,של,הילד,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,201,,,,,,,,הרכב,ליד,הנהג,לבלום,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,202,,,,,,,,המכונה,של,הפקידה,להתפרק,,
test,word,.png,1600,ITI,150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,203,,,,,,,,להיגמר,הגרנולה,של,הבחורה,,
test,word,.png,1600,ITI,150;150;150;150,250;250;250;250,space,space,lastStim_1000,1200_1000,black,gray,space: לחצת,400,204,,,,,,,,המכשיר,של,הבחור,לשקול,את המזוודות,
